id_atendimento;data_atendimento;hora_atendimento;cliente;telefone;cidade;uf;profissional;servico;categoria;valor;forma_pagamento;status;canal_agendamento
101156;2025-10-16;17:00;Rafaela Ribeiro;11980000153;São Paulo;SP;Juliana Martins;Esmaltação em gel;Unhas;76.0;Cartão de débito;Concluído;WhatsApp
101157;2025-10-16;18:00;Rafaela Gomes;11980000006;São Paulo;SP;Juliana Martins;Esmaltação em gel;Unhas;80.0;Dinheiro;Concluído;Presencial
101158;2025-10-17;09:00;Vanessa Gomes;11980000075;Santo André;SP;Camila Rodrigues;Manicure + Pedicure;Unhas;66.5;Dinheiro;Concluído;Presencial
101159;2025-10-17;09:00;Sabrina Oliveira;11980000034;São Bernardo do Campo;SP;Fernanda Costa;Design de sobrancelhas;Sobrancelhas;45.0;Dinheiro;Concluído;Instagram
101160;2025-10-17;09:30;Monique Ribeiro;11980000166;Diadema;SP;Renata Souza;Manutenção de alongamento;Unhas;100.0;Cartão de crédito;Concluído;Telefone
101161;2025-10-17;09:30;Larissa Oliveira;11980000074;São Caetano do Sul;SP;Mariana Silva;Hidratação;Cabelos;95.0;Cartão de débito;Concluído;WhatsApp
101162;2025-10-17;10:30;Luciana Barbosa;11980000204;São Bernardo do Campo;SP;Patrícia Alves;Corte feminino;Cabelos;85.0;Cartão de débito;Concluído;WhatsApp
101163;2025-10-17;11:30;Flávia Santos;11980000315;São Bernardo do Campo;SP;Juliana Martins;Esmaltação em gel;Unhas;72.0;Cartão de crédito;Concluído;Instagram
101164;2025-10-17;13:30;Rafaela Santos;11980000040;São Paulo;SP;Patrícia Alves;Manicure + Pedicure;Unhas;70.0;Cartão de crédito;Concluído;Presencial
101165;2025-10-17;13:30;Daniela Ribeiro;11980000171;Diadema;SP;Mariana Silva;Design de sobrancelhas;Sobrancelhas;45.0;Cartão de débito;Concluído;WhatsApp
101166;2025-10-17;13:30;Raquel Silva;11980000275;Diadema;SP;Mariana Silva;Manicure;Unhas;35.0;Cartão de crédito;Concluído;WhatsApp
101167;2025-10-17;14:30;Paula Ferreira;11980000203;São Caetano do Sul;SP;Renata Souza;Design + Henna;Sobrancelhas;60.0;Cartão de débito;Concluído;Presencial
101168;2025-10-17;14:30;Beatriz Ferreira;11980000098;São Bernardo do Campo;SP;Fernanda Costa;Corte feminino;Cabelos;85.0;Cartão de crédito;Concluído;WhatsApp
101169;2025-10-17;15:00;Viviane Ferreira;11980000142;Mauá;SP;Larissa Santos;Escova;Cabelos;70.0;Cartão de débito;Concluído;Instagram
101170;2025-10-17;15:30;Flávia Martins;11980000412;São Bernardo do Campo;SP;Fernanda Costa;Manutenção de alongamento;Unhas;100.0;Cartão de crédito;Concluído;Telefone
101171;2025-10-17;15:30;Daniela Ferreira;11980000108;Mauá;SP;Mariana Silva;Manutenção de cílios;Cílios;85.5;Cartão de crédito;Concluído;WhatsApp
101172;2025-10-17;15:30;Juliana Martins;11980000180;São Caetano do Sul;SP;Mariana Silva;Escova;Cabelos;70.0;Cartão de crédito;Concluído;WhatsApp
101173;2025-10-17;16:00;Bianca Oliveira;11980000294;São Paulo;SP;Bruna Oliveira;Escova;Cabelos;66.5;Cartão de crédito;Concluído;Instagram
101174;2025-10-17;16:00;Natália Carvalho;11980000102;Mauá;SP;Juliana Martins;Manicure;Unhas;35.0;Cartão de crédito;Concluído;Telefone
101175;2025-10-17;16:30;Juliana Costa;11980000050;Santo André;SP;Fernanda Costa;Manicure + Pedicure;Unhas;70.0;Dinheiro;Concluído;Telefone
101176;2025-10-17;16:30;Jéssica Costa;11980000236;São Caetano do Sul;SP;Larissa Santos;Esmaltação em gel;Unhas;80.0;Cartão de crédito;Concluído;Presencial
101177;2025-10-17;17:30;Cristiane Carvalho;11980000287;São Paulo;SP;Camila Rodrigues;Hidratação;Cabelos;95.0;Cartão de crédito;Concluído;Telefone
101178;2025-10-17;17:30;Isabela Mendes;11980000428;São Caetano do Sul;SP;Patrícia Alves;Manicure;Unhas;35.0;Cartão de débito;Concluído;Presencial
101179;2025-10-17;18:00;Flávia Almeida;11980000285;São Paulo;SP;Renata Souza;Alongamento de unhas;Unhas;150.0;Dinheiro;Concluído;Telefone
101180;2025-10-18;09:00;Fernanda Lima;11980000003;São Paulo;SP;Mariana Silva;Alongamento de unhas;Unhas;142.5;Cartão de débito;Concluído;Instagram
101181;2025-10-18;09:00;Marcela Ferreira;11980000106;Santo André;SP;Juliana Martins;Corte feminino;Cabelos;76.5;Cartão de débito;Concluído;Presencial
101182;2025-10-18;09:30;Elaine Oliveira;11980000158;Diadema;SP;Patrícia Alves;Design + Henna;Sobrancelhas;54.0;PIX;Concluído;Presencial
101183;2025-10-18;09:30;Monique Ribeiro;11980000407;São Paulo;SP;Bruna Oliveira;Manicure;Unhas;35.0;Dinheiro;Concluído;WhatsApp
101184;2025-10-18;09:30;Vanessa Almeida;11980000311;São Paulo;SP;Camila Rodrigues;Spa dos pés;Estética;65.0;PIX;Concluído;WhatsApp
101185;2025-10-18;09:30;Luciana Costa;11980000255;São Caetano do Sul;SP;Fernanda Costa;Manutenção de cílios;Cílios;90.0;PIX;Concluído;WhatsApp
101186;2025-10-18;09:30;Paula Rocha;11980000097;São Bernardo do Campo;SP;Mariana Silva;Coloração;Cabelos;160.0;Dinheiro;Concluído;Instagram
101187;2025-10-18;09:30;Elaine Silva;11980000261;Mauá;SP;Mariana Silva;Design + Henna;Sobrancelhas;60.0;PIX;Concluído;Instagram
101188;2025-10-18;10:00;Isabela Barbosa;11980000117;São Paulo;SP;Mariana Silva;Spa dos pés;Estética;65.0;PIX;Concluído;WhatsApp
101189;2025-10-18;10:30;Natália Barbosa;11980000016;Diadema;SP;Camila Rodrigues;Corte feminino;Cabelos;80.75;Cartão de débito;Concluído;WhatsApp
101190;2025-10-18;10:30;Vanessa Rocha;11980000043;São Paulo;SP;Larissa Santos;Manicure;Unhas;35.0;Dinheiro;Concluído;Telefone
101191;2025-10-18;11:30;Beatriz Barbosa;11980000179;São Bernardo do Campo;SP;Patrícia Alves;Design de sobrancelhas;Sobrancelhas;45.0;Dinheiro;Concluído;Instagram
101192;2025-10-18;13:00;Rafaela Mendes;11980000114;Santo André;SP;Mariana Silva;Manicure;Unhas;35.0;PIX;Concluído;Presencial
101193;2025-10-18;13:00;Gabriela Ribeiro;11980000145;São Bernardo do Campo;SP;Mariana Silva;Manicure;Unhas;35.0;Dinheiro;Concluído;Presencial
101194;2025-10-18;13:00;Tatiane Costa;11980000194;Diadema;SP;Fernanda Costa;Escova;Cabelos;70.0;Dinheiro;Concluído;WhatsApp
101195;2025-10-18;13:30;Marcela Souza;11980000174;São Paulo;SP;Renata Souza;Manicure + Pedicure;Unhas;0.0;Dinheiro;Cancelado;Instagram
101196;2025-10-18;14:00;Luciana Santos;11980000217;Santo André;SP;Fernanda Costa;Pedicure;Unhas;40.0;PIX;Concluído;Presencial
101197;2025-10-18;14:30;Juliana Silva;11980000349;Mauá;SP;Bruna Oliveira;Manicure + Pedicure;Unhas;70.0;Cartão de débito;Concluído;WhatsApp
101198;2025-10-18;15:00;Daniela Ferreira;11980000435;São Bernardo do Campo;SP;Juliana Martins;Design + Henna;Sobrancelhas;60.0;Dinheiro;Concluído;Instagram
101199;2025-10-18;16:00;Vanessa Rocha;11980000314;São Paulo;SP;Mariana Silva;Corte feminino;Cabelos;85.0;PIX;Concluído;WhatsApp
101200;2025-10-18;16:00;Natália Ribeiro;11980000424;São Caetano do Sul;SP;Renata Souza;Manicure + Pedicure;Unhas;70.0;Cartão de crédito;Concluído;Telefone
101201;2025-10-18;16:00;Simone Oliveira;11980000058;São Paulo;SP;Renata Souza;Manicure;Unhas;35.0;PIX;Concluído;Telefone
101202;2025-10-18;17:00;Priscila Mendes;11980000308;São Bernardo do Campo;SP;Mariana Silva;Design de sobrancelhas;Sobrancelhas;45.0;Cartão de crédito;Concluído;Presencial
101203;2025-10-18;17:00;Gabriela Lima;11980000321;Mauá;SP;Bruna Oliveira;Manicure;Unhas;35.0;Cartão de crédito;Concluído;WhatsApp
101204;2025-10-18;17:30;Carla Santos;11980000060;São Paulo;SP;Patrícia Alves;Corte feminino;Cabelos;85.0;Cartão de débito;Concluído;Telefone
101205;2025-10-18;17:30;Paula Ferreira;11980000203;São Caetano do Sul;SP;Renata Souza;Coloração;Cabelos;160.0;PIX;Concluído;WhatsApp
101206;2025-10-20;09:00;Ana Santos;11980000054;São Bernardo do Campo;SP;Renata Souza;Manicure;Unhas;35.0;Dinheiro;Concluído;WhatsApp
101207;2025-10-20;09:30;Beatriz Silva;11980000439;Santo André;SP;Renata Souza;Manutenção de cílios;Cílios;90.0;PIX;Concluído;Presencial
101208;2025-10-20;11:00;Luciana Almeida;11980000309;São Paulo;SP;Fernanda Costa;Design de sobrancelhas;Sobrancelhas;45.0;Cartão de débito;Concluído;WhatsApp
101209;2025-10-20;11:00;Paula Oliveira;11980000177;Mauá;SP;Larissa Santos;Manutenção de alongamento;Unhas;100.0;Cartão de débito;Concluído;Telefone
101210;2025-10-20;11:00;Luciana Santos;11980000103;São Paulo;SP;Camila Rodrigues;Alongamento de unhas;Unhas;0.0;PIX;Cancelado;Instagram
101211;2025-10-20;14:00;Patrícia Ferreira;11980000008;São Bernardo do Campo;SP;Patrícia Alves;Manicure + Pedicure;Unhas;0.0;Cartão de débito;Cancelado;Presencial
101212;2025-10-20;14:30;Raquel Pereira;11980000379;Mauá;SP;Camila Rodrigues;Manutenção de alongamento;Unhas;100.0;Dinheiro;Concluído;Instagram
101213;2025-10-20;15:30;Marcela Santos;11980000206;São Paulo;SP;Patrícia Alves;Escova;Cabelos;70.0;Dinheiro;Concluído;Presencial
101214;2025-10-20;16:00;Simone Mendes;11980000293;São Caetano do Sul;SP;Bruna Oliveira;Manicure + Pedicure;Unhas;70.0;Cartão de crédito;Concluído;Telefone
101215;2025-10-20;16:00;Elaine Silva;11980000327;São Caetano do Sul;SP;Patrícia Alves;Coloração;Cabelos;0.0;Cartão de crédito;Não Compareceu;Telefone
101216;2025-10-20;17:00;Larissa Souza;11980000095;Santo André;SP;Renata Souza;Manicure + Pedicure;Unhas;70.0;Dinheiro;Concluído;Instagram
101217;2025-10-21;09:30;Patrícia Ribeiro;11980000044;São Bernardo do Campo;SP;Camila Rodrigues;Manicure;Unhas;35.0;PIX;Concluído;Telefone
101218;2025-10-21;10:00;Luciana Ferreira;11980000325;Diadema;SP;Mariana Silva;Manicure + Pedicure;Unhas;70.0;Dinheiro;Concluído;Presencial
101219;2025-10-21;11:00;Viviane Carvalho;11980000354;São Caetano do Sul;SP;Renata Souza;Spa dos pés;Estética;65.0;PIX;Concluído;Instagram
101220;2025-10-21;11:30;Jéssica Almeida;11980000299;São Paulo;SP;Larissa Santos;Manutenção de alongamento;Unhas;100.0;PIX;Concluído;Instagram
101221;2025-10-21;11:30;Patrícia Barbosa;11980000196;São Caetano do Sul;SP;Larissa Santos;Alongamento de unhas;Unhas;142.5;Cartão de débito;Concluído;Instagram
101222;2025-10-21;13:00;Marcela Rocha;11980000126;São Caetano do Sul;SP;Renata Souza;Extensão de cílios;Cílios;0.0;Cartão de débito;Cancelado;Presencial
101223;2025-10-21;13:00;Beatriz Oliveira;11980000329;São Caetano do Sul;SP;Bruna Oliveira;Design de sobrancelhas;Sobrancelhas;45.0;Cartão de débito;Concluído;Instagram
101224;2025-10-21;13:00;Bruna Gomes;11980000087;Diadema;SP;Mariana Silva;Escova;Cabelos;70.0;PIX;Concluído;Instagram
101225;2025-10-21;13:00;Fernanda Almeida;11980000154;Diadema;SP;Bruna Oliveira;Manicure;Unhas;35.0;Cartão de crédito;Concluído;Presencial
101226;2025-10-21;14:00;Flávia Cardoso;11980000027;Diadema;SP;Renata Souza;Extensão de cílios;Cílios;180.0;Dinheiro;Concluído;Telefone
101227;2025-10-21;15:00;Renata Ribeiro;11980000228;Diadema;SP;Bruna Oliveira;Manutenção de alongamento;Unhas;100.0;Dinheiro;Concluído;Instagram
101228;2025-10-21;15:30;Tatiane Gomes;11980000230;Santo André;SP;Camila Rodrigues;Spa dos pés;Estética;61.75;PIX;Concluído;WhatsApp
101229;2025-10-21;16:00;Elaine Souza;11980000091;São Caetano do Sul;SP;Patrícia Alves;Design de sobrancelhas;Sobrancelhas;40.5;PIX;Concluído;Instagram
101230;2025-10-21;16:30;Tatiane Ferreira;11980000078;São Paulo;SP;Patrícia Alves;Alongamento de unhas;Unhas;150.0;Dinheiro;Concluído;Telefone
101231;2025-10-21;18:00;Bianca Silva;11980000391;São Caetano do Sul;SP;Larissa Santos;Manicure + Pedicure;Unhas;70.0;PIX;Concluído;WhatsApp
101232;2025-10-22;09:00;Daniela Lima;11980000399;São Paulo;SP;Juliana Martins;Hidratação;Cabelos;90.25;Cartão de débito;Concluído;WhatsApp
101233;2025-10-22;09:30;Cristiane Lima;11980000338;Mauá;SP;Juliana Martins;Manicure + Pedicure;Unhas;70.0;PIX;Concluído;WhatsApp
101234;2025-10-22;10:00;Gabriela Ribeiro;11980000145;São Bernardo do Campo;SP;Patrícia Alves;Manicure;Unhas;35.0;PIX;Concluído;Presencial
101235;2025-10-22;10:00;Camila Silva;11980000041;São Paulo;SP;Larissa Santos;Manicure;Unhas;35.0;Cartão de débito;Concluído;WhatsApp
101236;2025-10-22;10:00;Monique Mendes;11980000361;São Paulo;SP;Patrícia Alves;Pedicure;Unhas;40.0;PIX;Concluído;Instagram
101237;2025-10-22;11:00;Carla Gomes;11980000445;São Caetano do Sul;SP;Larissa Santos;Manutenção de alongamento;Unhas;100.0;Dinheiro;Concluído;WhatsApp
101238;2025-10-22;11:30;Juliana Mendes;11980000188;São Caetano do Sul;SP;Camila Rodrigues;Manutenção de alongamento;Unhas;100.0;Cartão de crédito;Concluído;WhatsApp
101239;2025-10-22;11:30;Fernanda Almeida;11980000363;Diadema;SP;Larissa Santos;Design de sobrancelhas;Sobrancelhas;45.0;PIX;Concluído;WhatsApp
101240;2025-10-22;13:00;Viviane Martins;11980000068;São Paulo;SP;Mariana Silva;Extensão de cílios;Cílios;180.0;Cartão de débito;Concluído;Presencial
101241;2025-10-22;13:30;Paula Rocha;11980000097;São Bernardo do Campo;SP;Patrícia Alves;Escova;Cabelos;70.0;Cartão de débito;Concluído;Telefone
101242;2025-10-22;14:00;Camila Silva;11980000041;São Paulo;SP;Patrícia Alves;Spa dos pés;Estética;65.0;Cartão de crédito;Concluído;WhatsApp
101243;2025-10-22;15:00;Camila Carvalho;11980000210;São Bernardo do Campo;SP;Larissa Santos;Hidratação;Cabelos;0.0;Dinheiro;Cancelado;Presencial
101244;2025-10-22;15:00;Flávia Martins;11980000344;São Paulo;SP;Juliana Martins;Escova;Cabelos;70.0;PIX;Concluído;Instagram
101245;2025-10-22;15:00;Fernanda Pereira;11980000292;Santo André;SP;Fernanda Costa;Manutenção de cílios;Cílios;90.0;Dinheiro;Concluído;Telefone
101246;2025-10-22;15:00;Marcela Gomes;11980000080;São Caetano do Sul;SP;Larissa Santos;Design de sobrancelhas;Sobrancelhas;45.0;PIX;Concluído;WhatsApp
101247;2025-10-22;15:30;Amanda Oliveira;11980000112;São Caetano do Sul;SP;Bruna Oliveira;Pedicure;Unhas;40.0;PIX;Concluído;Telefone
101248;2025-10-22;16:00;Jéssica Silva;11980000448;São Caetano do Sul;SP;Patrícia Alves;Escova;Cabelos;0.0;Cartão de crédito;Não Compareceu;Presencial
101249;2025-10-22;17:30;Renata Almeida;11980000155;Mauá;SP;Bruna Oliveira;Pedicure;Unhas;40.0;PIX;Concluído;Telefone
101250;2025-10-22;18:00;Bruna Carvalho;11980000357;Mauá;SP;Bruna Oliveira;Manicure + Pedicure;Unhas;70.0;Dinheiro;Concluído;Telefone
101251;2025-10-23;09:00;Natália Almeida;11980000077;São Bernardo do Campo;SP;Fernanda Costa;Manicure + Pedicure;Unhas;70.0;Cartão de crédito;Concluído;Telefone
101252;2025-10-23;09:00;Flávia Martins;11980000412;São Bernardo do Campo;SP;Renata Souza;Alongamento de unhas;Unhas;0.0;Cartão de crédito;Cancelado;Telefone
101253;2025-10-23;10:30;Natália Pereira;11980000422;Mauá;SP;Renata Souza;Coloração;Cabelos;160.0;PIX;Concluído;Instagram
101254;2025-10-23;11:00;Renata Lima;11980000372;São Caetano do Sul;SP;Mariana Silva;Escova;Cabelos;70.0;Dinheiro;Concluído;Presencial
101255;2025-10-23;11:00;Tatiane Silva;11980000262;São Paulo;SP;Juliana Martins;Alongamento de unhas;Unhas;150.0;PIX;Concluído;Presencial
101256;2025-10-23;13:30;Daniela Ferreira;11980000435;São Bernardo do Campo;SP;Camila Rodrigues;Manutenção de alongamento;Unhas;100.0;Cartão de débito;Concluído;Presencial
101257;2025-10-23;15:00;Camila Costa;11980000190;São Paulo;SP;Bruna Oliveira;Pedicure;Unhas;40.0;Cartão de débito;Concluído;Presencial
101258;2025-10-23;15:00;Bianca Ribeiro;11980000288;São Paulo;SP;Patrícia Alves;Escova;Cabelos;70.0;Cartão de débito;Concluído;Instagram
101259;2025-10-23;15:00;Sabrina Ferreira;11980000181;Mauá;SP;Juliana Martins;Manicure;Unhas;35.0;Cartão de débito;Concluído;Presencial
101260;2025-10-23;15:00;Rafaela Barbosa;11980000403;São Caetano do Sul;SP;Fernanda Costa;Design de sobrancelhas;Sobrancelhas;40.5;Cartão de crédito;Concluído;Instagram
101261;2025-10-23;16:00;Luciana Almeida;11980000309;São Paulo;SP;Fernanda Costa;Manicure;Unhas;35.0;Cartão de débito;Concluído;Telefone
101262;2025-10-23;16:00;Natália Barbosa;11980000269;Mauá;SP;Fernanda Costa;Pedicure;Unhas;40.0;PIX;Concluído;Instagram
101263;2025-10-23;16:30;Paula Martins;11980000323;São Paulo;SP;Fernanda Costa;Design + Henna;Sobrancelhas;60.0;Cartão de crédito;Concluído;Telefone
101264;2025-10-23;16:30;Larissa Oliveira;11980000074;São Caetano do Sul;SP;Fernanda Costa;Manicure;Unhas;35.0;Dinheiro;Concluído;Instagram
101265;2025-10-23;17:00;Renata Souza;11980000229;São Bernardo do Campo;SP;Bruna Oliveira;Design de sobrancelhas;Sobrancelhas;42.75;PIX;Concluído;Presencial
101266;2025-10-23;17:30;Isabela Barbosa;11980000117;São Paulo;SP;Renata Souza;Esmaltação em gel;Unhas;80.0;Cartão de crédito;Concluído;WhatsApp
101267;2025-10-24;09:00;Ana Carolina Souza;11980000001;São Paulo;SP;Camila Rodrigues;Design de sobrancelhas;Sobrancelhas;0.0;PIX;Cancelado;Telefone
101268;2025-10-24;09:00;Camila Santos;11980000291;São Paulo;SP;Fernanda Costa;Pedicure;Unhas;38.0;Cartão de crédito;Concluído;Telefone
101269;2025-10-24;09:30;Amanda Barbosa;11980000290;São Paulo;SP;Camila Rodrigues;Hidratação;Cabelos;95.0;Cartão de crédito;Concluído;WhatsApp
101270;2025-10-24;09:30;Flávia Cardoso;11980000027;Diadema;SP;Renata Souza;Manutenção de alongamento;Unhas;90.0;Cartão de crédito;Concluído;Instagram
101271;2025-10-24;09:30;Juliana Ribeiro;11980000282;Diadema;SP;Juliana Martins;Manicure;Unhas;35.0;Dinheiro;Concluído;WhatsApp
101272;2025-10-24;11:00;Juliana Santos;11980000362;São Paulo;SP;Larissa Santos;Manicure + Pedicure;Unhas;70.0;PIX;Concluído;Telefone
101273;2025-10-24;11:30;Renata Ribeiro;11980000228;Diadema;SP;Bruna Oliveira;Manutenção de cílios;Cílios;90.0;Cartão de débito;Concluído;Instagram
101274;2025-10-24;11:30;Simone Silva;11980000137;São Caetano do Sul;SP;Mariana Silva;Esmaltação em gel;Unhas;80.0;Cartão de débito;Concluído;Telefone
101275;2025-10-24;11:30;Beatriz Santos;11980000298;São Caetano do Sul;SP;Mariana Silva;Esmaltação em gel;Unhas;80.0;Cartão de crédito;Concluído;Telefone
101276;2025-10-24;11:30;Tatiane Silva;11980000072;São Paulo;SP;Patrícia Alves;Manicure;Unhas;0.0;Cartão de crédito;Cancelado;WhatsApp
101277;2025-10-24;13:00;Renata Almeida;11980000155;Mauá;SP;Patrícia Alves;Pedicure;Unhas;38.0;PIX;Concluído;Presencial
101278;2025-10-24;14:00;Bianca Rocha;11980000082;São Paulo;SP;Juliana Martins;Manutenção de cílios;Cílios;90.0;PIX;Concluído;WhatsApp
101279;2025-10-24;14:30;Cristiane Martins;11980000252;Santo André;SP;Larissa Santos;Design de sobrancelhas;Sobrancelhas;45.0;Cartão de crédito;Concluído;WhatsApp
101280;2025-10-24;14:30;Jéssica Lima;11980000427;Mauá;SP;Renata Souza;Hidratação;Cabelos;95.0;PIX;Concluído;Instagram
101281;2025-10-24;14:30;Débora Costa;11980000134;São Paulo;SP;Bruna Oliveira;Manicure;Unhas;35.0;Dinheiro;Concluído;Presencial
101282;2025-10-24;15:00;Paula Souza;11980000283;São Paulo;SP;Larissa Santos;Manicure + Pedicure;Unhas;70.0;Dinheiro;Concluído;Presencial
101283;2025-10-24;15:00;Paula Barbosa;11980000331;Diadema;SP;Mariana Silva;Alongamento de unhas;Unhas;150.0;PIX;Concluído;Telefone
101284;2025-10-24;15:00;Daniela Rocha;11980000387;Santo André;SP;Mariana Silva;Spa dos pés;Estética;65.0;Cartão de débito;Concluído;Presencial
101285;2025-10-24;16:00;Larissa Pereira;11980000105;Santo André;SP;Patrícia Alves;Manicure;Unhas;35.0;Cartão de crédito;Concluído;Telefone
101286;2025-10-24;16:00;Marcela Santos;11980000206;São Paulo;SP;Camila Rodrigues;Esmaltação em gel;Unhas;80.0;PIX;Concluído;Presencial
101287;2025-10-24;16:00;Gabriela Gomes;11980000257;São Caetano do Sul;SP;Mariana Silva;Manicure + Pedicure;Unhas;70.0;Cartão de débito;Concluído;Presencial
101288;2025-10-24;16:00;Marcela Ferreira;11980000106;Santo André;SP;Larissa Santos;Coloração;Cabelos;144.0;Dinheiro;Concluído;Instagram
101289;2025-10-24;16:30;Luciana Santos;11980000217;Santo André;SP;Mariana Silva;Manicure;Unhas;35.0;Cartão de débito;Concluído;WhatsApp
101290;2025-10-25;09:00;Juliana Souza;11980000426;São Paulo;SP;Larissa Santos;Alongamento de unhas;Unhas;150.0;PIX;Concluído;Telefone
101291;2025-10-25;09:00;Larissa Souza;11980000418;São Bernardo do Campo;SP;Renata Souza;Manicure;Unhas;35.0;Cartão de crédito;Concluído;WhatsApp
101292;2025-10-25;09:30;Tatiane Martins;11980000406;Santo André;SP;Renata Souza;Extensão de cílios;Cílios;180.0;PIX;Concluído;Presencial
101293;2025-10-25;09:30;Larissa Lima;11980000326;São Paulo;SP;Camila Rodrigues;Design + Henna;Sobrancelhas;60.0;Cartão de débito;Concluído;Presencial
101294;2025-10-25;10:30;Rafaela Lima;11980000441;Diadema;SP;Bruna Oliveira;Manutenção de cílios;Cílios;81.0;Cartão de débito;Concluído;Presencial
101295;2025-10-25;10:30;Simone Silva;11980000035;São Paulo;SP;Fernanda Costa;Manutenção de alongamento;Unhas;100.0;Cartão de débito;Concluído;WhatsApp
101296;2025-10-25;11:30;Larissa Lima;11980000260;Santo André;SP;Patrícia Alves;Design de sobrancelhas;Sobrancelhas;40.5;Cartão de crédito;Concluído;Instagram
101297;2025-10-25;13:00;Paula Almeida;11980000364;São Paulo;SP;Fernanda Costa;Extensão de cílios;Cílios;180.0;PIX;Concluído;Instagram
101298;2025-10-25;13:00;Larissa Ribeiro;11980000116;São Bernardo do Campo;SP;Larissa Santos;Pedicure;Unhas;40.0;PIX;Concluído;WhatsApp
101299;2025-10-25;15:00;Natália Martins;11980000131;São Paulo;SP;Patrícia Alves;Manutenção de cílios;Cílios;90.0;Cartão de débito;Concluído;Telefone
101300;2025-10-25;15:30;Raquel Ferreira;11980000421;São Bernardo do Campo;SP;Larissa Santos;Esmaltação em gel;Unhas;80.0;Cartão de débito;Concluído;Instagram
101301;2025-10-25;15:30;Natália Ribeiro;11980000358;Santo André;SP;Fernanda Costa;Manicure + Pedicure;Unhas;70.0;Dinheiro;Concluído;Presencial
101302;2025-10-25;16:00;Sabrina Ferreira;11980000281;Santo André;SP;Bruna Oliveira;Esmaltação em gel;Unhas;80.0;Cartão de débito;Concluído;WhatsApp
101303;2025-10-25;16:00;Paula Martins;11980000165;Mauá;SP;Mariana Silva;Alongamento de unhas;Unhas;150.0;Cartão de débito;Concluído;Instagram
101304;2025-10-25;16:00;Rafaela Gomes;11980000356;Diadema;SP;Fernanda Costa;Pedicure;Unhas;40.0;Cartão de crédito;Concluído;WhatsApp
101305;2025-10-25;16:00;Raquel Costa;11980000033;São Caetano do Sul;SP;Patrícia Alves;Pedicure;Unhas;40.0;PIX;Concluído;Presencial
101306;2025-10-25;16:30;Renata Rocha;11980000423;Santo André;SP;Bruna Oliveira;Manicure;Unhas;35.0;PIX;Concluído;WhatsApp
101307;2025-10-25;16:30;Juliana Souza;11980000417;Diadema;SP;Larissa Santos;Design + Henna;Sobrancelhas;60.0;Dinheiro;Concluído;Telefone
101308;2025-10-25;17:00;Juliana Santos;11980000071;São Paulo;SP;Mariana Silva;Corte feminino;Cabelos;80.75;Cartão de crédito;Concluído;Telefone
101309;2025-10-25;17:00;Simone Oliveira;11980000058;São Paulo;SP;Juliana Martins;Manutenção de cílios;Cílios;90.0;Cartão de débito;Concluído;Presencial
101310;2025-10-25;17:30;Isabela Rocha;11980000014;Santo André;SP;Bruna Oliveira;Manicure;Unhas;35.0;PIX;Concluído;WhatsApp
101311;2025-10-27;09:00;Natália Carvalho;11980000102;Mauá;SP;Larissa Santos;Esmaltação em gel;Unhas;80.0;Cartão de crédito;Concluído;WhatsApp
101312;2025-10-27;10:30;Gabriela Martins;11980000011;Santo André;SP;Mariana Silva;Design de sobrancelhas;Sobrancelhas;45.0;PIX;Concluído;Presencial
101313;2025-10-27;11:30;Larissa Lima;11980000260;Santo André;SP;Larissa Santos;Manicure;Unhas;35.0;Dinheiro;Concluído;WhatsApp
101314;2025-10-27;11:30;Sabrina Lima;11980000062;São Caetano do Sul;SP;Camila Rodrigues;Pedicure;Unhas;40.0;Dinheiro;Concluído;Telefone
101315;2025-10-27;13:30;Vanessa Lima;11980000233;Mauá;SP;Bruna Oliveira;Manutenção de cílios;Cílios;90.0;Dinheiro;Concluído;Telefone
101316;2025-10-27;15:30;Simone Silva;11980000035;São Paulo;SP;Juliana Martins;Manicure;Unhas;33.25;Cartão de crédito;Concluído;Instagram
101317;2025-10-27;16:30;Débora Nunes;11980000021;São Paulo;SP;Fernanda Costa;Design de sobrancelhas;Sobrancelhas;40.5;Cartão de crédito;Concluído;WhatsApp
101318;2025-10-27;16:30;Paula Souza;11980000283;São Paulo;SP;Larissa Santos;Pedicure;Unhas;40.0;Cartão de crédito;Concluído;WhatsApp
101319;2025-10-27;17:30;Renata Almeida;11980000155;Mauá;SP;Patrícia Alves;Pedicure;Unhas;40.0;Dinheiro;Concluído;WhatsApp
101320;2025-10-27;17:30;Paula Barbosa;11980000130;Santo André;SP;Juliana Martins;Extensão de cílios;Cílios;180.0;Dinheiro;Concluído;Instagram
101321;2025-10-28;09:00;Simone Oliveira;11980000058;São Paulo;SP;Fernanda Costa;Design de sobrancelhas;Sobrancelhas;45.0;Cartão de crédito;Concluído;Instagram
101322;2025-10-28;10:00;Aline Gomes;11980000222;São Bernardo do Campo;SP;Camila Rodrigues;Alongamento de unhas;Unhas;150.0;Cartão de crédito;Concluído;WhatsApp
101323;2025-10-28;10:00;Rafaela Lima;11980000441;Diadema;SP;Juliana Martins;Manutenção de alongamento;Unhas;100.0;Cartão de crédito;Concluído;Presencial
101324;2025-10-28;11:00;Vanessa Mendes;11980000343;Santo André;SP;Renata Souza;Manutenção de cílios;Cílios;90.0;Cartão de débito;Concluído;Telefone
